dataset,mode,variant,ranks,threads,total_workers,repeat,pr_time_s,total_time_s,comm_time_s,comm_fraction,dangling_reduce_s,diff_reduce_s,allgatherv_s,iterations,max_error,status,work_nodes_min,work_nodes_avg,work_nodes_max,work_inedges_min,work_inedges_avg,work_inedges_max,work_imbalance
synthetic_100k_1m,directed,inv_static,1,16,16,1,0.035815000,0.222013000,0.003153000,0.088035739,0.000033000,0.000016000,0.003103000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_static,1,16,16,2,0.036245000,0.231522000,0.003115000,0.085942889,0.000034000,0.000017000,0.003065000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_static,1,16,16,3,0.034788000,0.224390000,0.003077000,0.088450040,0.000032000,0.000018000,0.003027000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_static,1,16,16,4,0.039922000,0.222199000,0.003151000,0.078928911,0.000032000,0.000016000,0.003103000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_static,1,16,16,5,0.033296000,0.218718000,0.003187000,0.095717203,0.000036000,0.000018000,0.003132000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_static,4,4,16,1,0.041787000,0.241918000,0.015829000,0.378802020,0.008177000,0.001007000,0.006720000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_static,4,4,16,2,0.032849000,0.237466000,0.007807000,0.237663247,0.000265000,0.000809000,0.006785000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_static,4,4,16,3,0.029685000,0.236988000,0.019010000,0.640390770,0.012051000,0.001181000,0.006780000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_static,4,4,16,4,0.034093000,0.233566000,0.008086000,0.237174787,0.000208000,0.001226000,0.006789000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_static,4,4,16,5,0.034359000,0.240731000,0.011953000,0.347885561,0.004177000,0.000942000,0.006921000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,no_inv_dynamic,1,16,16,1,0.034149000,0.226185000,0.003090000,0.090485812,0.000038000,0.000017000,0.003034000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,no_inv_dynamic,1,16,16,2,0.042590000,0.232569000,0.003157000,0.074125382,0.000038000,0.000017000,0.003102000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,no_inv_dynamic,1,16,16,3,0.030336000,0.218786000,0.003100000,0.102188819,0.000038000,0.000018000,0.003044000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,no_inv_dynamic,1,16,16,4,0.033265000,0.216271000,0.003097000,0.093100857,0.000035000,0.000017000,0.003045000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,no_inv_dynamic,1,16,16,5,0.034980000,0.238930000,0.003108000,0.088850772,0.000033000,0.000016000,0.003059000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,no_inv_dynamic,4,4,16,1,0.032360000,0.233897000,0.007977000,0.246508035,0.000186000,0.001072000,0.006774000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,no_inv_dynamic,4,4,16,2,0.033276000,0.241025000,0.008099000,0.243388628,0.000209000,0.001127000,0.006869000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,no_inv_dynamic,4,4,16,3,0.032181000,0.230233000,0.007953000,0.247133402,0.000229000,0.001023000,0.006840000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,no_inv_dynamic,4,4,16,4,0.031911000,0.237414000,0.008177000,0.256243928,0.000221000,0.001284000,0.006782000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,no_inv_dynamic,4,4,16,5,0.031449000,0.237592000,0.007924000,0.251963496,0.000232000,0.001043000,0.006732000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_dynamic,1,16,16,1,0.039180000,0.228309000,0.003100000,0.079122001,0.000036000,0.000013000,0.003051000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_dynamic,1,16,16,2,0.038520000,0.222965000,0.003093000,0.080295950,0.000045000,0.000018000,0.003031000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_dynamic,1,16,16,3,0.038514000,0.222946000,0.003121000,0.081035468,0.000047000,0.000016000,0.003057000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_dynamic,1,16,16,4,0.038321000,0.226781000,0.003121000,0.081443595,0.000036000,0.000017000,0.003068000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_dynamic,1,16,16,5,0.033871000,0.220065000,0.003097000,0.091435151,0.000040000,0.000017000,0.003040000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000
synthetic_100k_1m,directed,inv_dynamic,4,4,16,1,0.029755000,0.236862000,0.008011000,0.269232062,0.000199000,0.000960000,0.006908000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_dynamic,4,4,16,2,0.033778000,0.246650000,0.011828000,0.350168749,0.004192000,0.001017000,0.006697000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_dynamic,4,4,16,3,0.034077000,0.237864000,0.011920000,0.349796050,0.004246000,0.001088000,0.006693000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_dynamic,4,4,16,4,0.030823000,0.230983000,0.007917000,0.256853648,0.000227000,0.001024000,0.006749000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
synthetic_100k_1m,directed,inv_dynamic,4,4,16,5,0.033228000,0.244787000,0.011893000,0.357921030,0.004154000,0.000984000,0.006814000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044
