dataset,mode,variant,ranks,threads,total_workers,repeat,pr_time_s,total_time_s,comm_time_s,comm_fraction,dangling_reduce_s,diff_reduce_s,allgatherv_s,update_time_s,iterations,max_error,status,work_nodes_min,work_nodes_avg,work_nodes_max,work_inedges_min,work_inedges_avg,work_inedges_max,work_imbalance,thread_inedges_min,thread_inedges_avg,thread_inedges_max,thread_imbalance,thread_workers
synthetic_100k_1m,directed,no_inv_static,1,4,4,8,0.015599000,0.241373000,0.001461000,0.093659850,0.000002000,0.000003000,0.001455000,0.013231000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,232755,250000.00,261014,1.044056,4
synthetic_100k_1m,directed,no_inv_static,1,4,4,9,0.010915000,0.220700000,0.001313000,0.120293175,0.000003000,0.000003000,0.001307000,0.008871000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,232755,250000.00,261014,1.044056,4
synthetic_100k_1m,directed,no_inv_static,1,4,4,10,0.011333000,0.211786000,0.001344000,0.118591723,0.000003000,0.000004000,0.001337000,0.009252000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,232755,250000.00,261014,1.044056,4
synthetic_100k_1m,directed,no_inv_static,1,8,8,1,0.008491000,0.213369000,0.001331000,0.156754210,0.000003000,0.000002000,0.001326000,0.006712000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,2,0.006414000,0.204230000,0.001393000,0.217181166,0.000003000,0.000003000,0.001388000,0.004579000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,3,0.006226000,0.201987000,0.001295000,0.207998715,0.000003000,0.000003000,0.001290000,0.004492000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,4,0.006012000,0.187881000,0.001305000,0.217065868,0.000002000,0.000002000,0.001301000,0.004288000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,5,0.006162000,0.189231000,0.001317000,0.213729309,0.000002000,0.000002000,0.001312000,0.004416000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,6,0.006157000,0.186035000,0.001364000,0.221536463,0.000003000,0.000003000,0.001358000,0.004362000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,7,0.006854000,0.191226000,0.001400000,0.204260286,0.000002000,0.000002000,0.001395000,0.005011000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,8,0.006185000,0.199298000,0.001303000,0.210670978,0.000002000,0.000002000,0.001299000,0.004450000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,9,0.006475000,0.196361000,0.001314000,0.202934363,0.000002000,0.000002000,0.001310000,0.004720000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,8,8,10,0.006331000,0.192624000,0.001294000,0.204391091,0.000002000,0.000002000,0.001289000,0.004647000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,111956,125000.00,130855,1.046840,8
synthetic_100k_1m,directed,no_inv_static,1,16,16,1,0.004931000,0.188334000,0.001800000,0.365037518,0.000003000,0.000002000,0.001796000,0.002818000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,2,0.005140000,0.191782000,0.001705000,0.331712062,0.000003000,0.000002000,0.001700000,0.003076000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,3,0.009898000,0.223384000,0.001557000,0.157304506,0.000003000,0.000002000,0.001552000,0.007968000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,4,0.004349000,0.202348000,0.001447000,0.332720166,0.000003000,0.000002000,0.001442000,0.002587000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,5,0.004166000,0.205711000,0.001355000,0.325252040,0.000002000,0.000001000,0.001352000,0.002499000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,6,0.006000000,0.203150000,0.001440000,0.240000000,0.000002000,0.000002000,0.001435000,0.004212000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,7,0.004801000,0.197310000,0.001405000,0.292647365,0.000003000,0.000002000,0.001401000,0.003061000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,8,0.006425000,0.186098000,0.001570000,0.244357977,0.000003000,0.000002000,0.001566000,0.004488000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,9,0.004747000,0.205653000,0.001790000,0.377080261,0.000002000,0.000001000,0.001786000,0.002654000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,1,16,16,10,0.005304000,0.204368000,0.001504000,0.283559578,0.000003000,0.000002000,0.001499000,0.003467000,19,1.016440e-20,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,1,0.005014000,0.203482000,0.002349000,0.468488233,0.000299000,0.000112000,0.002231000,0.002458000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,2,0.006927000,0.200345000,0.003147000,0.454309225,0.000100000,0.000661000,0.002458000,0.003839000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,3,0.005128000,0.199586000,0.002276000,0.443837754,0.000308000,0.000196000,0.001838000,0.002584000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,4,0.005385000,0.190802000,0.002620000,0.486536676,0.000178000,0.000513000,0.002064000,0.002885000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,5,0.004842000,0.205596000,0.002136000,0.441140025,0.000063000,0.000321000,0.001796000,0.002695000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,6,0.005321000,0.210804000,0.002540000,0.477353881,0.000151000,0.000291000,0.002217000,0.002721000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,7,0.006266000,0.205861000,0.003315000,0.529045643,0.000192000,0.001459000,0.001829000,0.003927000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,8,0.006915000,0.201149000,0.003048000,0.440780911,0.000245000,0.001012000,0.001990000,0.004316000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,9,0.006695000,0.204697000,0.002413000,0.360418223,0.000276000,0.000374000,0.001999000,0.004152000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,2,8,16,10,0.009376000,0.232900000,0.005703000,0.608255119,0.000285000,0.003433000,0.002217000,0.006615000,19,1.016440e-20,PASS,50000,50000.00,50000,482497,500000.00,517503,1.035,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,1,0.006083000,0.215832000,0.003414000,0.561236232,0.000601000,0.000364000,0.002952000,0.002686000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,2,0.006067000,0.218073000,0.003369000,0.555299159,0.000544000,0.000305000,0.002939000,0.002672000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,3,0.008123000,0.233596000,0.005418000,0.666994953,0.000226000,0.001603000,0.003755000,0.003989000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,4,0.006553000,0.221704000,0.003746000,0.571646574,0.000383000,0.000376000,0.003274000,0.002897000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,5,0.007265000,0.206359000,0.004613000,0.634962147,0.000494000,0.001563000,0.002920000,0.003934000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,6,0.007390000,0.256583000,0.004696000,0.635453315,0.000341000,0.001574000,0.002925000,0.003985000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,7,0.010074000,0.292356000,0.007396000,0.734167163,0.000602000,0.003642000,0.003676000,0.005977000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,8,0.008616000,0.283810000,0.005909000,0.685817084,0.000455000,0.002791000,0.003089000,0.004626000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,9,0.007376000,0.275116000,0.004706000,0.638015184,0.000480000,0.001592000,0.003077000,0.003968000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,4,4,16,10,0.008543000,0.285925000,0.004757000,0.556830153,0.000702000,0.001190000,0.003504000,0.004642000,19,1.016440e-20,PASS,25000,25000.00,25000,232755,250000.00,261014,1.044,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,1,0.007661000,0.215552000,0.004486000,0.585563242,0.000740000,0.000677000,0.003713000,0.003476000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,2,0.009666000,0.216029000,0.006360000,0.657976412,0.000594000,0.002235000,0.004017000,0.005249000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,3,0.009747000,0.213434000,0.006489000,0.665743306,0.000462000,0.002253000,0.004154000,0.005241000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,4,0.012313000,0.224493000,0.009067000,0.736376188,0.000452000,0.004775000,0.004215000,0.007668000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,5,0.009801000,0.209343000,0.006605000,0.673910825,0.000832000,0.002275000,0.004209000,0.005169000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,6,0.010032000,0.212692000,0.006490000,0.646929825,0.000679000,0.002384000,0.003981000,0.005600000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,7,0.009409000,0.226858000,0.006252000,0.664470188,0.000679000,0.002358000,0.003813000,0.005202000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,8,0.009302000,0.213288000,0.006099000,0.655665448,0.000496000,0.002275000,0.003694000,0.005146000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,9,0.010547000,0.220015000,0.007371000,0.698871717,0.000466000,0.002394000,0.004871000,0.005230000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,8,2,16,10,0.009522000,0.213902000,0.006375000,0.669502205,0.000729000,0.002321000,0.003953000,0.005180000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,1,0.010357000,0.226868000,0.008199000,0.791638505,0.000958000,0.002991000,0.005029000,0.004816000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,2,0.009138000,0.221023000,0.006779000,0.741847231,0.000654000,0.001935000,0.004575000,0.003643000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,3,0.009590000,0.215297000,0.007499000,0.781960375,0.000993000,0.001785000,0.005511000,0.003359000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,4,0.007777000,0.239652000,0.005937000,0.763404912,0.000914000,0.001519000,0.004298000,0.002918000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,5,0.007841000,0.219572000,0.005983000,0.763040429,0.000867000,0.001485000,0.004404000,0.002898000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,6,0.011660000,0.224912000,0.009549000,0.818953688,0.000920000,0.004669000,0.004596000,0.005583000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,7,0.007649000,0.228989000,0.005497000,0.718656033,0.000707000,0.001092000,0.004300000,0.002844000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,8,0.007338000,0.240369000,0.005526000,0.753066231,0.000688000,0.001269000,0.004055000,0.002510000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,9,0.007261000,0.220903000,0.005439000,0.749070376,0.000683000,0.001118000,0.004125000,0.002696000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,no_inv_static,16,1,16,10,0.008277000,0.228202000,0.006287000,0.759574725,0.000658000,0.001601000,0.004539000,0.002954000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,54185,62500.00,65696,1.051136,16
synthetic_100k_1m,directed,inv_static,1,1,1,1,0.031404000,0.217356000,0.000382000,0.012164056,0.000003000,0.000005000,0.000374000,0.028367000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,2,0.035917000,0.222791000,0.000416000,0.011582259,0.000003000,0.000005000,0.000408000,0.032847000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,3,0.031679000,0.226199000,0.000402000,0.012689795,0.000003000,0.000006000,0.000393000,0.028624000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,4,0.032071000,0.249811000,0.000385000,0.012004615,0.000003000,0.000006000,0.000377000,0.029232000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,5,0.031216000,0.258053000,0.000416000,0.013326499,0.000003000,0.000005000,0.000408000,0.028432000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,6,0.031868000,0.273769000,0.000452000,0.014183507,0.000005000,0.000006000,0.000441000,0.029027000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,7,0.032533000,0.240971000,0.000425000,0.013063658,0.000003000,0.000006000,0.000415000,0.029580000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,8,0.048467000,0.304738000,0.000597000,0.012317659,0.000004000,0.000005000,0.000588000,0.044679000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
synthetic_100k_1m,directed,inv_static,1,1,1,9,0.029380000,0.229042000,0.000376000,0.012797822,0.000004000,0.000005000,0.000367000,0.026514000,19,0.000000e+00,PASS,100000,100000.00,100000,1000000,1000000.00,1000000,1.000,1000000,1000000.00,1000000,1.000000,1
