dataset,mode,ranks,threads,total_workers,repeat,pr_time_s,total_time_s,comm_time_s,dangling_reduce_s,diff_reduce_s,allgatherv_s,iterations,max_error,status,work_nodes_min,work_nodes_avg,work_nodes_max,work_inedges_min,work_inedges_avg,work_inedges_max,work_imbalance,speedup_vs_first,parallel_efficiency_vs_first
synthetic_100k_1m,directed,8,4,32,4,0.021436000,0.237644000,0.014374000,0.001099000,0.000468000,0.012926000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,0.474771413,0.474771413
synthetic_100k_1m,directed,8,4,32,5,0.021004000,0.228135000,0.013830000,0.000356000,0.000462000,0.013308000,19,1.016440e-20,PASS,12500,12500.00,12500,111956,125000.00,130855,1.047,0.484536279,0.484536279
synthetic_100k_1m,directed,16,2,32,1,0.031391000,0.241144000,0.020062000,0.000778000,0.000672000,0.019163000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,0.324207575,0.324207575
synthetic_100k_1m,directed,16,2,32,2,0.031255000,0.238843000,0.019729000,0.000543000,0.000642000,0.019018000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,0.325618301,0.325618301
synthetic_100k_1m,directed,16,2,32,3,0.031435000,0.242365000,0.020016000,0.000651000,0.000700000,0.019200000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,0.323753778,0.323753778
synthetic_100k_1m,directed,16,2,32,4,0.031474000,0.238907000,0.020021000,0.000646000,0.000712000,0.019193000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,0.323352609,0.323352609
synthetic_100k_1m,directed,16,2,32,5,0.031515000,0.237509000,0.019901000,0.000588000,0.000739000,0.019116000,19,1.016440e-20,PASS,6250,6250.00,6250,54185,62500.00,65696,1.051,0.322931937,0.322931937
synthetic_100k_1m,directed,32,1,32,1,20.259608000,20.778245000,20.254179000,2.081945000,0.906231000,18.356040000,19,1.016440e-20,PASS,3125,3125.00,3125,26001,31250.00,32880,1.052,0.000502339,0.000502339
synthetic_100k_1m,directed,32,1,32,2,20.307316000,20.799600000,20.295504000,2.687723000,0.915093000,18.408046000,19,1.016440e-20,PASS,3125,3125.00,3125,26001,31250.00,32880,1.052,0.000501159,0.000501159
synthetic_100k_1m,directed,32,1,32,3,20.192003000,20.717796000,20.182635000,2.823537000,0.758102000,18.612357000,19,1.016440e-20,PASS,3125,3125.00,3125,26001,31250.00,32880,1.052,0.000504021,0.000504021
synthetic_100k_1m,directed,32,1,32,4,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,nan,FAIL,0,0,0,0,0,0,0,0.000000000,0.000000000
synthetic_100k_1m,directed,32,1,32,5,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,nan,FAIL,0,0,0,0,0,0,0,0.000000000,0.000000000
